Title,Company,Location,Type,Level,YearsExp,Country,Skills
Call Center Agent,Maxycode,Nasr City,Full Time,Entry Level,1-3 Yrs of Exp,Cairo,"Call Center, Customer Support, Customer Care, Communication Skills, Customer Focus, Data Entry, CRM Systems"
Call Center Agent,TAM,New Cairo,Full Time,Shift Based,1-2 Yrs of Exp,Cairo,"Call Center, Customer Service, Customer Support, Customer Care, E-Commerce, English, Customer Service/Support, Sales/Retail"
Call Center Agent,iproperties,New Cairo,Full Time,Entry Level,1+ Yrs of Exp,Cairo,"Customer Service, Call Center, Customer Support, Customer Care, Customer Service/Support"
Call Center Agent - Cairo,Confidential,Nasr City,Full Time,Entry Level,1-3 Yrs of Exp,Cairo,"Customer Service, Customer Care, Call Center, Back Office, FMCG, Customer Support, English, Arabic, Customer Service/Support"
Call Center Agent - Cairo,Mishkat Nour,Nasr City,Full Time,Experienced,3-6 Yrs of Exp,Cairo,"Customer Service, Call Center, Customer Support, Microsoft Office, Customer Care, Communication Skills, Customer Focus, CRM Systems"
Call Center Agent - Cairo,Raya Distribution,Maadi,Full Time,Experienced,2-3 Yrs of Exp,Cairo,"Customer Care, Customer Service, Customer Support, Communication Skills, Microsoft Office, Customer Service/Support"
Call Center Agent - Fluent English Speaker,AMICO Group,Dokki,Full Time,Experienced,5+ Yrs of Exp,Giza,"Customer Service, Call Center, Customer Support, Customer Care, English, Inbound Calls, Customer Service/Support"
Call Center Agent - Portsaid,Mishkat Nour,Port Said,Full Time,Experienced,3-6 Yrs of Exp,Egypt,"Customer Service, Call Center, Customer Support, Microsoft Office, Customer Care, Communication Skills, CRM Systems, Customer Focus"
Call Center Agent - Real Estate,Tabarak Holding,New Cairo,Full Time,Entry Level,1-3 Yrs of Exp,Cairo,"Customer Service, Customer Care, Call Center, Real Estate, Communication Skills, English, Customer Service/Support, Sales/Retail"
Call Center Manager,Easy Projects Egypt,Cairo,Full Time,Manager,5-15 Yrs of Exp,Egypt,"Customer Service, Management, English, Customer Care, Customer Support, Telemarketing, Customer Service/Support"
Call Center Representative,Allianz,Dokki,Full Time,Entry Level,0-2 Yrs of Exp,Giza,"Customer Service, Customer Support, Call Center, Customer Care, Entry Level, Customer Service/Support"
Call Center Representative,Artec Group,New Cairo,Full Time,Entry Level,0-3 Yrs of Exp,Cairo,"Males Only, Call Center, Customer Service, Customer Support, English, Customer Care, American Accent, Customer Service/Support"
Call Center Representative,Heroleads,Cairo,Full Time,Experienced,2-3 Yrs of Exp,Egypt,"Customer Service, Customer Care, Call Center, Marketing, Telesales, Customer Support, English, Customer Service/Support"
Call Center Representative,Universal Payment Services,Nasr City,Full Time,Entry Level,1+ Yrs of Exp,Cairo,"Customer Service, Customer Support, Call Center, English, Customer Care, Arabic, Communication Skills, Customer Service/Support"
Call Center Supervisor (Voice-Non Voice),Confidential,Maadi,Full Time,Manager,1-3 Yrs of Exp,Cairo,"Customer Care, Customer Support, Communication Skills, Computer Skills, Microsoft Office, Microsoft Excel, Operations"
Call Center Team Leader,Confidential,Heliopolis,Full Time,Manager,2+ Yrs of Exp,Cairo,"ERP, CRM, Customer Service, Customer Care, Customer Support, Call Center, English, Sales Skills, Customer Service/Support"
Call Center Technical Trainer,Confidential,Maadi,Full Time,Entry Level,1-3 Yrs of Exp,Cairo,"Customer Support, Communication Skills, English, Training, Customer Care, Customer Service, Customer Service/Support"
Camera Operator,Wadi Degla Group,Maadi,Full Time,Experienced,3+ Yrs of Exp,Cairo,"Cameras, Media, Video Shooting, Administration, Creative/Design/Art, Media/Journalism/Publishing"
Cardiology Specialist,Andalusia Group,Maadi,Shift Based,Experienced,3-7 Yrs of Exp,Cairo,"Cardiology, Medical, MBBS, Medical/Healthcare"
Cashier,Academic Bookshop,Dokki,Full Time,Entry Level,1-3 Yrs of Exp,Giza,"Finance, Customer Service, Customer Care, Customer Support, Cashier, Commerce, Business, Accounting/Finance"
Cashier,Al-Ahly Computer Equipment,Nasr City,Full Time,Entry Level,0-2 Yrs of Exp,Cairo,"Finance, Treasury, Compact System, MS Office, Computer Skills, Microsoft Office, Accounting/Finance"
Cashier - Shorouk City,ACE Hardware,Shorouk City,Full Time,Entry Level,1-3 Yrs of Exp,Cairo,"Finance, Customer Service, Customer Care, Customer Support, Sales, Retail, Accounting/Finance, Customer Service/Support"
Cashier Accountant,Castle developments,New Cairo,Full Time,Experienced,2-3 Yrs of Exp,Cairo,"Cashier, Finance, Financial Analysis, Excel, English, Accounting/Finance"
Central Planner,Alumil,6th of October,Full Time,Entry Level,1-2 Yrs of Exp,Giza,"Supply Chain, Orders, Customer Service, Order Planning, Customer Support, Customer Care, Customer Service/Support, Logistics/Supply Chain"
Certified Nutritionists,The Science Gym,Sheikh Zayed,Part Time,Entry Level,1+ Yrs of Exp,Giza,"Fitness, Sports Nutrition, Sports and Leisure"
Chairman Assistant - New Cairo,STARLIGHT DEVELOPMENTS,New Cairo,Full Time,Entry Level,1-3 Yrs of Exp,Cairo,"Office Management, Secretary, Microsoft Office, English, Communication Skills, Word, Excel, Personal Assistant, Administration"
Chairman Personal Assistant - Maadi,Confidential,Maadi,Full Time,Experienced,2+ Yrs of Exp,Cairo,"Administration, Office Management, Microsoft Office, MS Office, English, Microsoft Word, Secretary, Sales, Marketing, Administration"
"Character Building, Human Development, Islamic...",PAOH,Giza,Full Time,Part Time,3+ Yrs of Exp,Egypt,"2 Vacancies, Etiquette, Human Development, Islamic Ethics, English, Character Building, Education/Teaching"
Chemical Engineer,New City Glass,10th of Ramadan City,Full Time,Experienced,5+ Yrs of Exp,Cairo,"Chemistry, Science, R&D/Science, Engineering - Other"
Chemical Engineer - Lab Quality Engineer,Intrade,Cairo,Full Time,Experienced,3+ Yrs of Exp,Egypt,"R&D, Research & Development, Chemistry, Quality Assurance, Chemical Engineer, Coating Systems, Paint and Coating, Engineering"
Chemist,سلسلة معامل حديثة بالقاهرة,Dokki,Full Time,Experienced,2+ Yrs of Exp,Giza,"Science, Production, R&D/Science, Engineering - Other"
Chemistry Teacher - Oman,Alam Almaarifa,Muscat,Full Time,Experienced,3-5 Yrs of Exp,Oman,"Females Preferred, Education, Chemistry Teaching, English, R&D/Science, Education/Teaching"
Chief Accountant,Bedaya Packing,New Cairo,Full Time,Manager,9-10 Yrs of Exp,Cairo,"Financial Management, Financial Analysis, Accounting Software, Quick Books, Corporate, Accounting/Finance"
Chief Accountant,Borg EL-Arab Co Bait Food,Smouha,Full Time,Manager,5-7 Yrs of Exp,Alexandria,"Financial Management, Financial Analysis, English, FMCG, Microsoft Word, Accounting Software, ERP Systems, Accounting Manager, Arabic"
Chief Accountant,Confidential,Sheraton,Full Time,Manager,7-12 Yrs of Exp,Cairo,"CMA, IFRS, Accounting, MS Dynamics, Advanced Excel, Communication Skills, Leadership, Finance, Financial Management, Financial Analysis"
Chief Accountant,Egyptian Canning - BEST,Aga,Full Time,Manager,7-15 Yrs of Exp,Dakahlia,"Accounting, Financial Analysis, Microsoft Office, QuickBooks, Finance, Financial Management, Tax, Accounting/Finance"
Chief Accountant,HEIBCO,New Cairo,Full Time,Senior Management,10+ Yrs of Exp,Cairo,"Cost Accounting, Financial Management, Microsoft Excel, Finance, Financial Analysis, Accounting/Finance"
Chief Accountant,Misr Elhegaz Group,Heliopolis,Full Time,Experienced,5-10 Yrs of Exp,Cairo,"Finance, Accounting, Financial Management, Financial Analysis, Communication Skills, Commerce, Accounting/Finance"
Chief Accountant,Nascotours S.AE,Mahta Alraml,Full Time,Manager,3-5 Yrs of Exp,Alexandria,"Accounting, Finance, Financial Management, Financial Analysis, Computer Skills, English, IS, Commerce, Accounting/Finance"
Chief Accountant,Smart Group,Heliopolis,Full Time,Manager,6-9 Yrs of Exp,Cairo,"Financial Management, Financial Analysis, Microsoft Office, QuickBooks, Communication Skills, Corporate Tax, Accounting Software, Contracting"
Chief Accountant,Summer Moon Co.,Bourj Alarab,Full Time,Manager,7+ Yrs of Exp,Alexandria,"Financial Analysis, Financial Management, MS Office, Computer Skills, Accounting Software, Accounting Manager, FMCG, ERP Systems, English"
Chief Accountant,TelSupport,6th of October,Full Time,Manager,10+ Yrs of Exp,Giza,"Finance, Financial Management, Commerce, Costing, Accounting, Financial Analysis, MS Office, MS Excel, Contracting, Accounting/Finance"
Chief Accountant,kraft pack,10th of Ramadan City,Full Time,Manager,5+ Yrs of Exp,Sharqia,"Finance, Accounting, Financial Management, Financial Analysis, Accounting/Finance, Operations/Management"
Chief Accountant - Hospitality / Restaurants,Capital One holding for investment,New Cairo,Full Time,Manager,5-7 Yrs of Exp,Cairo,"Accounting, Finance, Financial Management, ERP, Financial Planning, Financial Analysis, Accounting/Finance"
Chief Accountant - Payable,Ghassan Ahmed Alsulaiman for Electronic Services,Maadi,Full Time,Manager,5-8 Yrs of Exp,Cairo,"Finance, Commerce, Financial Management, Financial Accountant, Financial Analysis, Chief Accounting, Accounting/Finance"
Chief Accountant - Receivable,Ghassan Ahmed Alsulaiman for Electronic Services,Maadi,Full Time,Manager,5-8 Yrs of Exp,Cairo,"Finance, Financial Management, Financial Analysis, Commerce, Accounting Management, Chief Accounting, Financial Planning"
Chief Accountant- Tanta,EL-RAYA,Tanta,Full Time,Manager,3-5 Yrs of Exp,Gharbia,"Finance, Financial Management, CMA, Financial Analysis, Accounting/Finance"
Chief Credit Control,Confidential,Cairo,Full Time,Manager,10-12 Yrs of Exp,Egypt,"Banking, English, Arabic, Credit Control, Commerce, Business Administration, Accounting/Finance, Banking"
Chief Financial Officer,Alem dental clinic,Sheraton,Full Time,Part Time,10-20 Yrs of Exp,Cairo,"2 Vacancies, Financial Management, Financial Analysis, Finance, Accounting, Microsoft Office, Microsoft Excel, Commerce"
Chief Financial Officer,Confidential,Cairo,Full Time,Senior Management,15-20 Yrs of Exp,Egypt,"Financial Management, Financial Analysis, CIMA, CPA, Computer Skills, MBA, Business, Accounting Software, Accounting/Finance"
Chief Financial Officer,Confidential,Giza,Full Time,Manager,15-20 Yrs of Exp,Egypt,"Finance, Financial Management, Financial Analysis, Manufacturing, Food and Beverage, Accounting/Finance"
Chief Financial Officer,Confidential,Maadi,Full Time,Senior Management,8+ Yrs of Exp,Cairo,"Accounting, Financial Management, Financial Control, Commerce, CA, ACCA, CIMA, ERP, Financial Analysis, Business Administration"
Chief Financial Officer,Confidential,Sheraton,Full Time,Senior Management,10+ Yrs of Exp,Cairo,"Finance, Financial Analysis, CPA, Payroll, General Ledger, Accounting Software, ACAA, CIMA, Auditing"
Chief Financial Officer,Egyptian Canning - BEST,Aga,Full Time,Senior Management,15+ Yrs of Exp,Dakahlia,"CFO, Accounting, Finance, Financial Analysis, Microsoft Office, Computer Skills, Cash Flow, Personal Tax"
Chief Financial Officer (CFO) - Alexandria,Confidential,Alexandria,Full Time,Senior Management,12-15 Yrs of Exp,Egypt,"Finance, Accounting, Financial Management, CFO, MBA, English, Corporate, Financial Analysis, CPA, CIMA, Accounting/Finance"
Chief Senior Accountant - رئيس حسابات,Confidential,Riyadh,Full Time,Manager,15+ Yrs of Exp,Saudi Arabia,"Accounting, Finance, Accounting/Finance"
Chief Technology Officer (CTO),Confidential,Heliopolis,Full Time,Senior Management,5+ Yrs of Exp,Cairo,"CTO, Information Technology (IT), Software Development, AWS, Devops, Integrations, Agile, MBA, Node, Frontend, Backend"
Chief Technology Officer CTO,Carina Wear,New Cairo,Full Time,Manager,15-17 Yrs of Exp,Cairo,"Information Technology (IT), Software Development, MBA, CTO, IT/Software Development, Engineering - Telecom/Technology"
Civil Engineer,Confidential,Cairo,Full Time,Experienced,5+ Yrs of Exp,Egypt,"Construction, English, CAD, Design, Planning, Arabic, Engineering - Construction/Civil/Architecture"
Civil Engineer,Kiromarble for marble and granite,Maadi,Full Time,Experienced,3+ Yrs of Exp,Cairo,"Construction, Architecture, Project Management, Interior, Engineering - Construction/Civil/Architecture"
Civil Engineer,Meeza,New Cairo,Full Time,Experienced,5-8 Yrs of Exp,Cairo,"Civil 3D, AutoCAD, Finishing Works, Project Management, Design, Engineering - Construction/Civil/Architecture, Creative/Design/Art"
Civil Engineer - Temporary,Confidential,Sheraton,Full Time,Experienced,3+ Yrs of Exp,Cairo,"Pavement, Civil Engineering, Construction, Technical, Engineering - Construction/Civil/Architecture"
Civil Procurement & Estimation Engineer,Premier Services and Recruitment,Nasr City,Full Time,Experienced,3-4 Yrs of Exp,Cairo,"Procurement, contracting, Construction, Communication Skills, Engineering - Construction/Civil/Architecture, Purchasing/Procurement"
Civil Sales Engineer,Titan Cement Egypt,Sheraton,Full Time,Entry Level,1-3 Yrs of Exp,Cairo,"Sales Skills, Sales Target, Customer Service, Customer Care, Customer Support, Communication Skills, English, Sales/Retail"
Civil Site & Technical Office Engineer,M² Developments,Maadi,Full Time,Experienced,4-7 Yrs of Exp,Cairo,"Civil Engineering, AutoCAD, Construction, Shop Drawings, Site, Concrete, Microsoft Office, Engineering - Construction/Civil/Architecture"
Civil Site Engineer,Foxxx Pools,Nasr City,Full Time,Experienced,5-8 Yrs of Exp,Cairo,"Males Only, Civil Engineering, Site Supervision, Site Engineering, Construction Drawings, AutoCAD, Civil Site, Projects"
Civil Site Technical Office Engineer,MM contracting and supplying,Sheraton,Full Time,Experienced,5-7 Yrs of Exp,Cairo,"AutoCAD, Microsoft Office, Primavera, Excel, Revit, Technical Office, Site, BOQ, Engineering - Construction/Civil/Architecture"
Civil Technical Office Engineer,Al Safa,Nasr City,Full Time,Experienced,8-12 Yrs of Exp,Cairo,"Site Safety, Site Engineering, English, Microsoft Office, Engineering - Construction/Civil/Architecture"
Civil Technical Office Engineer,Better Home,New Cairo,Full Time,Experienced,7-10 Yrs of Exp,Cairo,"Civil Engineering, Architecture, Technical Office, AutoCAD, Microsoft Office, MS Office, Microsoft Excel, Microsoft PowerPoint"
Civil Technical Office Engineer (On Site),Delta for housing and construction,10th of Ramadan City,Full Time,Experienced,5-7 Yrs of Exp,Sharqia,"Males Only, Civil Engineering, AutoCAD, Project Management, Technical Office, Shop Drawing, Microsoft Office, Primavera"
Claims Auditor - Giza,Cleopatra Hospitals Group,Mohandessin,Full Time,Entry Level,1-3 Yrs of Exp,Giza,"Medical Audits, Finance, Medicine, Financial Analysis, Accounting/Finance, R&D/Science, Medical/Healthcare"
Class Teacher,Hello Mommy Nursery & Preschool,Nasr City,Full Time,Experienced,2-3 Yrs of Exp,Cairo,"Education, Teaching, Class Control, Education/Teaching"
Classroom Teacher - Foundation Stage 1,Al Bashaer International Schools,Maadi,Full Time,Experienced,2+ Yrs of Exp,Cairo,"Education, British Curriculum, English, Foundation Stage, Education/Teaching"
